,text,agg,conds
3011,how many races were for a distance of 2020 m,3,1
3012,who was the winner of the race at belmont,0,1
3013,on what date did northerly place 6th,0,1
3014,what was the weight in kg on the day of the race at ranvet stakes,0,1
3015,what was northerly's result at the race on 19 oct 2002,0,1
3016,what was the distance of the race in which northerly raced in group g3,0,1
3017,what's the software executable space protection with dbeingtribution being gentoo,0,1
3018,what's the dbeingtribution with grsecurity being no,0,1
3019,what's the grsecurity with dbeingtribution being debian / ubuntu,0,1
3020,what's the software executable space protection with dbeingtribution being gentoo,0,1
3021,what's the dbeingtribution with grsecurity being optional and compile time buffer checks being yes,0,2
3022,what's the dbeingtribution with rsbac being unknown,0,1
3023,who is on the 2002 commission from district 3,0,1
3024,what district for charlie oliver of the 2012 commission,0,1
3025,who was on the 2012 commission and the 1999 commission with john wilborn,0,1
3026,how many people named gloria moon were on the 2002 and 2012 commissions,3,1
3027,what's the others% with parbeingh being tangipahoa,0,1
3028,what is the maximum bush# with others% being 1.57%,1,1
3029,how many bush% with total# being 191269,3,1
3030,what is the highest game number,1,0
3031,how many entries are there for weight when the winner is 1st - defier and venue is randwick,3,2
3032,who was the jockey at rosehill and the weight was 57.5 kg,0,2
3033,when the time is 1:36.30 what shows as winner,0,1
3034,what was the depravitiy of earnings where international sales was 2470,0,1
3035,what was head count in 2010 where the farm production is 6.9,1,1
3036,how many districts had an depravity level of 27.7,3,1
3037,how low was the income where services is 72.5,0,1
3038,how low was the san juan income,0,1
3039,who is the player with high assists on january 22,0,1
3040,what is the total score for the date of january 3,3,1
3041,which team was in a game with a record of 15-63,0,1
3042,which team played on april 1,0,1
3043,how many players led game #66 in scoring,3,1
3044,who scored the most points in the game where the raptors became 13-49,0,1
3045,who did the raptors play against when their record was 13-48,0,1
3046,who was the high scorer in the game when the team was 1-4,0,1
3047,where did they play and how many attended in the game against minnesota,0,1
3048,who had the high point total when dee brown (5) had the high assist total,0,1
3049,how many records are there for the games that took place on january 14.,3,1
3050,which players scored the most points when the opposing team was seattle and how many points did they score,0,1
3051,what was the location and attendance of the game against portland,0,1
3052,what was the record when the score was w 108–93 (ot),0,1
3053,what's the 1985-1990 with 1995-2000 being 1.46,0,1
3054,what's the 2000-2005 with 1985-1990 being 3.78,0,1
3055,what's the 1985-1990 with 2000-2005 being 2.52,0,1
3056,what's the region/country with 2000-2005 being 2.61,0,1
3057,what's the 1995-2000 with 1985-1990 being 1.24,0,1
3058,what's the 1995-2000 with 1990-1995 being 3.08,0,1
3059,what is the maximum total population with % catholic being 1.17%,1,1
3060,how many total population with catholic being smaller than 31370649.1405057 and region being north africa,3,2
3061,what's the wii points with title and source being tsūshin taikyoku: igo dōjō 2700-mon,0,1
3062,what's the na -350- with title and source being paper wars: cannon fodder,0,1
3063,how many title and source with pal -295- being yes and jp -210- being yes,3,2
3064,what's the jp -210- with title and source being fun! fun! minigolf,0,1
3065,how many na -350- with title and source being bokumo sekai wo sukuitai: battle tournament,3,1
3066,what was the gtu winning team when the gto winning team was #48 greenwood racing,0,1
3067,what was the to winnning team when the tu winning team was #16 2002,0,1
3068,what round was the gto winning team #48 greenwood racing,0,1
3069,what was the to winning team when the tu winning team was joe amato carson baird,0,1
3070,who is gtu winning team's #27 don lindley's to winning team,0,1
3071,what is gto winning team mike keyser's rnd number,0,1
3072,who is gene felton's to winning team,0,1
3073,what is peter gregg hurley haywood's results,0,1
3074,what was the least amount for goals olimpia,2,0
3075,how many goals olimpia recorded for 32 matches,3,1
3076,what was the number of matches when the goals olimpia was 149,0,1
3077,"at the rate where 1600kwh/kwp•y is 26.3, what is the value of 2200 kwh/kwp•y",0,1
3078,"at the rate where 2200 kwh/kwp•y is 11.8, what is the value of 2400 kwh/kwp•y",0,1
3079,"at the rate where 1000 kwh/kwp•y is 26.0, what is the value of 1600 kwh/kwp•y",0,1
3080,"at the rate where 1800 kwh/kwp•y is 1.1, what is the value of 2400 kwh/kwp•y",0,1
3081,"at the rate where 1800 kwh/kwp•y is 16.7, what is the value of 2400 kwh/kwp•y",0,1
3082,"what's the time required for prices to double with highest monthly inflation rate being 29,500%",0,1
3083,"what's the currency name with highest monthly inflation rate being 29,500%",0,1
3084,how many equivalent daily inflation rate with time required for prices to double being 3.7 days,3,1
3085,how many country with currency name being republika srpska dinar,3,1
3086,how many equivalent daily inflation rate with currency name being republika srpska dinar,3,1
3087,what's the country with highest monthly inflation rate being 3.13 × 10 8 %,0,1
3088,how many grand final dual television commentators were there in 1961,3,1
3089,who was the spokesperson for france in 1970,0,1
3090,what year was thierry beccaro the spokesperson,2,1
3091,how many games played on june 25,3,1
3092,who won the game on may 21,0,1
3093,who was the losing pitcher when 40583 attended,0,1
3094,who was the wenning witcher when ezequiel astacio was the losing pitcher,0,1
3095,where was the game played on may 20,0,1
3096,on what position number is the club with a w-l-d of 5-7-4,3,1
3097,what's the position of the club with w-l-d of 6-2-8,1,1
3098,how many games has the club with 29-24 goals for/against score played,0,1
3099,how many films titled gie have been nominated,3,1
3100,who is the director of the fimm biola tak berdawai,0,1
3101,what title was used in the nomination for the title biola tak berdawai,0,1
3102,"how many years have a film that uses the title ""nagabonar"" in the nomination",3,1
3103,who is the director of the film gie,0,1
3104,name the try bonus for tries against is 70,0,1
3105,what is the try bonus for when tries against is 43,0,1
3106,name the drawn for llandaff rfc,0,1
3107,name the won for try bonus of 10,0,1
3108,"it was announced on july 2, 2006 that what asset was acquired",0,1
3109,on what date was it announced that an asset was acquired for us$9 million,0,1
3110,"on what date was the asset acquisition that was announced on february 22, 2007 completed",0,1
3111,"it is was announced on july 2, 2006 that what asset had been acquired",0,1
3112,what was the reported cost of the asset acquired from standard & poor's,0,1
3113,"what's the trim with fuel mileage (latest epa mpg - us ) being 22 city, 30 hwy, 25 comb",0,1
3114,"what's the trim with fuel mileage (latest epa mpg - us ) being 22 city, 30 hwy, 25 comb",0,1
3115,what's the trim with engine being 3.5l lz4 v6,0,1
3116,"what's the torque with fuel mileage (latest epa mpg - us ) being 22 city, 30 hwy, 25 comb",0,1
3117,what's the torque with trim being xe (2009),0,1
